titulo,preco_antigo,preco_novo,desconto,link
Impressora Hp Laser 107a Mono Sf Printer Cor Branco 110v,1.299,"R$859,90",33% OFF,https://www.mercadolivre.com.br/impressora-hp-laser-107a-mono-sf-printer-cor-branco-110v/p/MLB44864701?pdp_filters=item_id%3AMLB3964614319#polycard_client=offers&wid=MLB3964614319&sid=offers&deal_print_id=a925db49-69b4-47f5-9a26-2655bcb09cfe&tracking_id=111a501b-9bbd-45fe-976b-913354fecce8
"Samsung Galaxy Book4 Ultra Intel® Core Ultra 7 155h , Windows 11 Home, 32gb, 1tb Ssd, 16'' Wqxga+ Amoled 2x, Antirreflexo, Touchscreen, 1.86 Kg",11.499,R$10.799,6% OFF,https://www.mercadolivre.com.br/samsung-galaxy-book4-ultra-intel-core-ultra-7-155h-windows-11-home-32gb-1tb-ssd-16-wqxga-amoled-2x-antirreflexo-touchscreen-186-kg/p/MLB35721361?pdp_filters=item_id%3AMLB3659387479#polycard_client=offers&wid=MLB3659387479&sid=offers&deal_print_id=a925db49-69b4-47f5-9a26-2655bcb09cfe&tracking_id=111a501b-9bbd-45fe-976b-913354fecce8
Kit 2 Poltrona Opala Para Sala E Quarto Suede - Jylcrom,849,"R$696,78",18% OFF,https://produto.mercadolivre.com.br/MLB-3705622262-kit-2-poltrona-opala-para-sala-e-quarto-suede-jylcrom-_JM#polycard_client=offers&deal_print_id=a925db49-69b4-47f5-9a26-2655bcb09cfe&tracking_id=111a501b-9bbd-45fe-976b-913354fecce8
"Copo Térmico Gigante 1,2l Inox Com Tampa E Inox Canudo",99,"R$59,98",40% OFF,https://produto.mercadolivre.com.br/MLB-5268050332-copo-termico-gigante-12l-inox-com-tampa-e-inox-canudo-_JM#polycard_client=offers&deal_print_id=a925db49-69b4-47f5-9a26-2655bcb09cfe&tracking_id=111a501b-9bbd-45fe-976b-913354fecce8
Camisa Social Masculina Slim Fit Premium Pronta Entrega,78,"R$59,95",24% OFF,https://produto.mercadolivre.com.br/MLB-3764767841-camisa-social-masculina-slim-fit-premium-pronta-entrega-_JM#polycard_client=offers&deal_print_id=a925db49-69b4-47f5-9a26-2655bcb09cfe&tracking_id=111a501b-9bbd-45fe-976b-913354fecce8
Câmera Wi-fi Full Hd Im7 S Full Color C/ Microsd 32gb Intelbras,599,"R$557,90",7% OFF,https://www.mercadolivre.com.br/cmera-wi-fi-full-hd-im7-s-full-color-c-microsd-32gb-intelbras/p/MLB42353232?pdp_filters=item_id%3AMLB5162369272#polycard_client=offers&wid=MLB5162369272&sid=offers&deal_print_id=a925db49-69b4-47f5-9a26-2655bcb09cfe&tracking_id=111a501b-9bbd-45fe-976b-913354fecce8
Notebook Gam Nitro V Anv15-51-54dl I5 8gb 512gb Ssd Rtx4050,7.299,R$5.499,24% OFF,https://produto.mercadolivre.com.br/MLB-3729576463-notebook-gam-nitro-v-anv15-51-54dl-i5-8gb-512gb-ssd-rtx4050-_JM#polycard_client=offers&deal_print_id=a925db49-69b4-47f5-9a26-2655bcb09cfe&tracking_id=111a501b-9bbd-45fe-976b-913354fecce8&wid=MLB3729576463&sid=offers
Caixa De Som Jbl Partybox Club 120 Bluetooth 160w Bivolt Cor Preto 127/220v,2.590,R$1.879,27% OFF,https://www.mercadolivre.com.br/caixa-de-som-jbl-partybox-club-120-bluetooth-160w-bivolt-cor-preto-127220v/p/MLB37369828?pdp_filters=item_id%3AMLB5243432210#polycard_client=offers&wid=MLB5243432210&sid=offers&deal_print_id=a925db49-69b4-47f5-9a26-2655bcb09cfe&tracking_id=111a501b-9bbd-45fe-976b-913354fecce8
Kit 2 Pneus Westlake Aro 15 185/65r15 Zupereco Z-108 88 H,849,"R$756,39",11% OFF,https://produto.mercadolivre.com.br/MLB-5136662532-kit-2-pneus-westlake-aro-15-18565r15-zupereco-z-108-88-h-_JM#polycard_client=offers&deal_print_id=a925db49-69b4-47f5-9a26-2655bcb09cfe&tracking_id=111a501b-9bbd-45fe-976b-913354fecce8
,,,,
Jump Profissional Cama Elástica Com Aro De Reforço,369,"R$314,49",15% OFF,https://produto.mercadolivre.com.br/MLB-3473108718-jump-profissional-cama-elastica-com-aro-de-reforco-_JM#polycard_client=offers&deal_print_id=f5007245-0082-4ae3-8b50-c152cd4a5d4f&tracking_id=1c18d33f-3c2e-4372-a1d5-1712f4808db9&wid=MLB3473108718&sid=offers
Moto Esmeril 6 Pol 350w Bivolt 9727 Bremen,234,"R$234,90",,https://www.mercadolivre.com.br/moto-esmeril-6-pol-350w-bivolt-9727-bremen/p/MLB27014305?pdp_filters=item_id%3AMLB4903678666#polycard_client=offers&wid=MLB4903678666&sid=offers&deal_print_id=f5007245-0082-4ae3-8b50-c152cd4a5d4f&tracking_id=1c18d33f-3c2e-4372-a1d5-1712f4808db9
Kit 5 Refletor Led 100w Holofote Prova Dágua Ip67 Frio Cor Da Carcaça Preto Cor Da Luz Branco-frio 110v/220v,119,"R$103,19",14% OFF,https://www.mercadolivre.com.br/kit-5-refletor-led-100w-holofote-prova-dagua-ip67-frio-cor-da-carcaca-preto-cor-da-luz-branco-frio-110v220v/p/MLB40494896?pdp_filters=item_id%3AMLB5056565896#polycard_client=offers&wid=MLB5056565896&sid=offers&deal_print_id=f5007245-0082-4ae3-8b50-c152cd4a5d4f&tracking_id=1c18d33f-3c2e-4372-a1d5-1712f4808db9
Cafeteira Digital Programável Supreme Touch 800w Gradiente 220v,430,R$268,37% OFF,https://www.mercadolivre.com.br/cafeteira-digital-programavel-supreme-touch-800w-gradiente-220v/p/MLB23161823?pdp_filters=item_id%3AMLB3808827531#polycard_client=offers&wid=MLB3808827531&sid=offers&deal_print_id=f5007245-0082-4ae3-8b50-c152cd4a5d4f&tracking_id=1c18d33f-3c2e-4372-a1d5-1712f4808db9
Grill E Sanduicheira Pgr21pi Maxx Clean 1000w Cinza Philco 110v,179,"R$144,99",19% OFF,https://www.mercadolivre.com.br/grill-e-sanduicheira-pgr21pi-maxx-clean-1000w-cinza-philco-110v/p/MLB22852655?pdp_filters=item_id%3AMLB4745558260#polycard_client=offers&wid=MLB4745558260&sid=offers&deal_print_id=f5007245-0082-4ae3-8b50-c152cd4a5d4f&tracking_id=1c18d33f-3c2e-4372-a1d5-1712f4808db9
Pneu Aro 18 Xbri Lt 275/65 R18 10pr 123/120r Tl Brutus T/a,1.466,R$1.305,11% OFF,https://produto.mercadolivre.com.br/MLB-3718127294-pneu-aro-18-xbri-lt-27565-r18-10pr-123120r-tl-brutus-ta-_JM#polycard_client=offers&deal_print_id=f5007245-0082-4ae3-8b50-c152cd4a5d4f&tracking_id=1c18d33f-3c2e-4372-a1d5-1712f4808db9&wid=MLB3718127294&sid=offers
Impressora Hp Smart Tank 532 Colorida Usb Wi-fi Bluetooth Cor Preto 100-240,1.712,R$1.541,10% OFF no Pix,https://www.mercadolivre.com.br/impressora-hp-smart-tank-532-colorida-usb-wi-fi-bluetooth-cor-preto-100-240/p/MLB23749421?pdp_filters=item_id%3AMLB3360609179#polycard_client=offers&wid=MLB3360609179&sid=offers&deal_print_id=f5007245-0082-4ae3-8b50-c152cd4a5d4f&tracking_id=1c18d33f-3c2e-4372-a1d5-1712f4808db9
Impressora Zebra Zd220 De Etiquetas 203dpi (zbr01) Cor Cinza-escuro 110/240v (bivolt),2.182,R$1.899,13% OFF,https://www.mercadolivre.com.br/impressora-zebra-zd220-de-etiquetas-203dpi-zbr01-cor-cinza-escuro-110240v-bivolt/p/MLB25168472?pdp_filters=item_id%3AMLB3787899639#polycard_client=offers&wid=MLB3787899639&sid=offers&deal_print_id=f5007245-0082-4ae3-8b50-c152cd4a5d4f&tracking_id=1c18d33f-3c2e-4372-a1d5-1712f4808db9
Mini Pc Lenovo I5 7a Ger M910q 8gb Ssd 256 Win10 Pro 127/220v,1.093,R$1.027,6% OFF,https://www.mercadolivre.com.br/mini-pc-lenovo-i5-7a-ger-m910q-8gb-ssd-256-win10-pro-127220v/p/MLB41445086?pdp_filters=item_id%3AMLB5153209202#polycard_client=offers&wid=MLB5153209202&sid=offers&deal_print_id=f5007245-0082-4ae3-8b50-c152cd4a5d4f&tracking_id=1c18d33f-3c2e-4372-a1d5-1712f4808db9
"Cadeira Presidente Corino Pontual, Base Relax, 135kg",691,"R$594,15",14% OFF,https://produto.mercadolivre.com.br/MLB-3653288697-cadeira-presidente-corino-pontual-base-relax-135kg-_JM#polycard_client=offers&deal_print_id=f5007245-0082-4ae3-8b50-c152cd4a5d4f&tracking_id=1c18d33f-3c2e-4372-a1d5-1712f4808db9
Bola De Futsal Penalty Max 1000 Xxiv Cor Azul,275,"R$254,24",7% OFF,https://www.mercadolivre.com.br/bola-de-futsal-penalty-max-1000-xxiv-cor-azul/p/MLB36227619?pdp_filters=item_id%3AMLB3892608145#polycard_client=offers&wid=MLB3892608145&sid=offers&deal_print_id=f5007245-0082-4ae3-8b50-c152cd4a5d4f&tracking_id=1c18d33f-3c2e-4372-a1d5-1712f4808db9
Coluna Torre Puxadores 40 Cm Preto Fosco 2 Furos Guarda Corpo Inox Puxadores Online,78,"R$62,32",20% OFF,https://www.mercadolivre.com.br/coluna-torre-puxadores-40-cm-preto-fosco-2-furos-guarda-corpo-inox-puxadores-online/p/MLB34924832?pdp_filters=item_id%3AMLB4581807216#polycard_client=offers&wid=MLB4581807216&sid=offers&deal_print_id=f5007245-0082-4ae3-8b50-c152cd4a5d4f&tracking_id=1c18d33f-3c2e-4372-a1d5-1712f4808db9
Kit 2 Pneus 175/65r14 Pirelli P400 Evo 82h Aro 14,878,"R$782,25",11% OFF,https://www.mercadolivre.com.br/kit-2-pneus-17565r14-pirelli-p400-evo-82h-aro-14/p/MLB27474061?pdp_filters=item_id%3AMLB5316129682#polycard_client=offers&wid=MLB5316129682&sid=offers&deal_print_id=f5007245-0082-4ae3-8b50-c152cd4a5d4f&tracking_id=1c18d33f-3c2e-4372-a1d5-1712f4808db9
"Bateria De Lítio Fla12200 12v 200ah 2,56kwh Lifepo4",4.480,R$4.480,,https://produto.mercadolivre.com.br/MLB-3990015777-bateria-de-litio-fla12200-12v-200ah-256kwh-lifepo4-_JM#polycard_client=offers&deal_print_id=f5007245-0082-4ae3-8b50-c152cd4a5d4f&tracking_id=1c18d33f-3c2e-4372-a1d5-1712f4808db9&wid=MLB3990015777&sid=offers
O Boticário Malbec Colônia 100ml,199,"R$169,90",15% OFF,https://www.mercadolivre.com.br/o-boticario-malbec-colnia-100ml/p/MLB45588941?pdp_filters=item_id%3AMLB3962984975#polycard_client=offers&wid=MLB3962984975&sid=offers&deal_print_id=f5007245-0082-4ae3-8b50-c152cd4a5d4f&tracking_id=1c18d33f-3c2e-4372-a1d5-1712f4808db9
Microfone De Lapela Hollyland Lark M2 Duo Usb C Preto,1.260,"R$977,76",22% OFF,https://www.mercadolivre.com.br/microfone-de-lapela-hollyland-lark-m2-duo-usb-c-preto/p/MLB38650886?pdp_filters=item_id%3AMLB3975480121#polycard_client=offers&wid=MLB3975480121&sid=offers&deal_print_id=f5007245-0082-4ae3-8b50-c152cd4a5d4f&tracking_id=1c18d33f-3c2e-4372-a1d5-1712f4808db9
Fogão A Gás 5 Bocas Itatiaia Star Preto Com Forno E Tampa De Vidro 127v/220v,1.355,R$999,26% OFF,https://www.mercadolivre.com.br/fogo-a-gas-5-bocas-itatiaia-star-preto-com-forno-e-tampa-de-vidro-127v220v/p/MLB18476754?pdp_filters=item_id%3AMLB5128115174#polycard_client=offers&wid=MLB5128115174&sid=offers&deal_print_id=f5007245-0082-4ae3-8b50-c152cd4a5d4f&tracking_id=1c18d33f-3c2e-4372-a1d5-1712f4808db9
Notebook Positivo Vision C14 Lumina Bar Celeron 8gb 256gb Emmc Tela 14 Polegadas Hd Antirreflexo Linux Tecla Link - Cinza,2.099,R$2.099,,https://www.mercadolivre.com.br/notebook-positivo-vision-c14-lumina-bar-celeron-8gb-256gb-emmc-tela-14-polegadas-hd-antirreflexo-linux-tecla-link-cinza/p/MLB38031777?pdp_filters=item_id%3AMLB4025297005#polycard_client=offers&wid=MLB4025297005&sid=offers&deal_print_id=f5007245-0082-4ae3-8b50-c152cd4a5d4f&tracking_id=1c18d33f-3c2e-4372-a1d5-1712f4808db9
Monitor Gamer LG 24ms500-b 24ms Ips Fullhd 100hz Ajuste De Inclinação Negro,879,R$879,,https://www.mercadolivre.com.br/monitor-gamer-lg-24ms500-b-24ms-ips-fullhd-100hz-ajuste-de-inclinaco-negro/p/MLB38017111?pdp_filters=item_id%3AMLB5312897412#polycard_client=offers&wid=MLB5312897412&sid=offers&deal_print_id=f5007245-0082-4ae3-8b50-c152cd4a5d4f&tracking_id=1c18d33f-3c2e-4372-a1d5-1712f4808db9
Fogão Cooktop Elétrico Elgin 2 Bocas Preto 127v,164,R$113,31% OFF,https://www.mercadolivre.com.br/fogo-cooktop-eletrico-elgin-2-bocas-preto-127v/p/MLB22305960?pdp_filters=item_id%3AMLB5242162482#polycard_client=offers&wid=MLB5242162482&sid=offers&deal_print_id=f5007245-0082-4ae3-8b50-c152cd4a5d4f&tracking_id=1c18d33f-3c2e-4372-a1d5-1712f4808db9
Cadeira De Alimentação Portátil Infantil Zest Maxi Baby,369,"R$269,90",27% OFF,https://produto.mercadolivre.com.br/MLB-3332123299-cadeira-de-alimentaco-portatil-infantil-zest-maxi-baby-_JM#polycard_client=offers&deal_print_id=f5007245-0082-4ae3-8b50-c152cd4a5d4f&tracking_id=1c18d33f-3c2e-4372-a1d5-1712f4808db9
Forno De Embutir Elétrico Brastemp 84 Litros Preto Com Conve,2.119,R$1.799,15% OFF,https://produto.mercadolivre.com.br/MLB-2760789089-forno-de-embutir-eletrico-brastemp-84-litros-preto-com-conve-_JM#polycard_client=offers&deal_print_id=f5007245-0082-4ae3-8b50-c152cd4a5d4f&tracking_id=1c18d33f-3c2e-4372-a1d5-1712f4808db9
Cooktop 5 Bocas A Gás Atlas Agile Up Mega Chama Preto Bivolt,609,"R$419,90",31% OFF,https://produto.mercadolivre.com.br/MLB-5293283816-cooktop-5-bocas-a-gas-atlas-agile-up-mega-chama-preto-bivolt-_JM#polycard_client=offers&deal_print_id=f5007245-0082-4ae3-8b50-c152cd4a5d4f&tracking_id=1c18d33f-3c2e-4372-a1d5-1712f4808db9&wid=MLB5293283816&sid=offers
Creatina 300g Pura 100% Monohidratada - Max Titanium,81,"R$58,84",28% OFF,https://www.mercadolivre.com.br/creatina-300g-pura-100-monohidratada-max-titanium/p/MLB35173774?pdp_filters=item_id%3AMLB4042037507#polycard_client=offers&wid=MLB4042037507&sid=offers&deal_print_id=f5007245-0082-4ae3-8b50-c152cd4a5d4f&tracking_id=1c18d33f-3c2e-4372-a1d5-1712f4808db9
"Samsung Galaxy S25 Ultra 5g, 512gb, 12gb, Câmera Quádrupla - Titânio Cinza",11.900,R$7.497,37% OFF,https://www.mercadolivre.com.br/samsung-galaxy-s25-ultra-5g-512gb-12gb-cmera-quadrupla-titnio-cinza/p/MLB45515203?pdp_filters=item_id%3AMLB5298919704#polycard_client=offers&wid=MLB5298919704&sid=offers&deal_print_id=f5007245-0082-4ae3-8b50-c152cd4a5d4f&tracking_id=1c18d33f-3c2e-4372-a1d5-1712f4808db9
Impressora Multifuncional Cor Epson Ecotank L3250 127v,1.221,R$1.099,10% OFF,https://www.mercadolivre.com.br/impressora-multifuncional-cor-epson-ecotank-l3250-127v/p/MLB18446928?pdp_filters=item_id%3AMLB5378229206#polycard_client=offers&wid=MLB5378229206&sid=offers&deal_print_id=f5007245-0082-4ae3-8b50-c152cd4a5d4f&tracking_id=1c18d33f-3c2e-4372-a1d5-1712f4808db9
Jogo De Panelas De Cozinha Mimo Style Cook Fundo De Tripla Indução Com 10 Peças De Alumínio Marmol Vanila,641,R$518,19% OFF,https://www.mercadolivre.com.br/jogo-de-panelas-de-cozinha-mimo-style-cook-fundo-de-tripla-induco-com-10-pecas-de-aluminio-marmol-vanila/p/MLB36383749?pdp_filters=item_id%3AMLB3967677245#polycard_client=offers&wid=MLB3967677245&sid=offers&deal_print_id=f5007245-0082-4ae3-8b50-c152cd4a5d4f&tracking_id=1c18d33f-3c2e-4372-a1d5-1712f4808db9
Jogo De Panelas Antiaderente 8 Peças Decorada Teflon,172,"R$148,18",14% OFF,https://produto.mercadolivre.com.br/MLB-3864377729-jogo-de-panelas-antiaderente-8-pecas-decorada-teflon-_JM#polycard_client=offers&deal_print_id=f5007245-0082-4ae3-8b50-c152cd4a5d4f&tracking_id=1c18d33f-3c2e-4372-a1d5-1712f4808db9
Taiff Profissional Modelador De Cachos Curves 25mm - Bivolt Cor Preto 110v/220v,279,"R$195,93",30% OFF,https://www.mercadolivre.com.br/taiff-profissional-modelador-de-cachos-curves-25mm-bivolt-cor-preto-110v220v/p/MLB24114582?pdp_filters=item_id%3AMLB5069271006#polycard_client=offers&wid=MLB5069271006&sid=offers&deal_print_id=f5007245-0082-4ae3-8b50-c152cd4a5d4f&tracking_id=1c18d33f-3c2e-4372-a1d5-1712f4808db9
Disco Rígido Interno Western Digital Wd Purple Wd10purz 1tb Roxo,399,"R$275,79",31% OFF,https://www.mercadolivre.com.br/disco-rigido-interno-western-digital-wd-purple-wd10purz-1tb-roxo/p/MLB7942172?pdp_filters=item_id%3AMLB3977747393#polycard_client=offers&wid=MLB3977747393&sid=offers&deal_print_id=f5007245-0082-4ae3-8b50-c152cd4a5d4f&tracking_id=1c18d33f-3c2e-4372-a1d5-1712f4808db9
Par Pneu Moto 80 100 18 + 100 80 18 City Dragon Pirelli,505,"R$429,42",15% OFF,https://produto.mercadolivre.com.br/MLB-4041906595-par-pneu-moto-80-100-18-100-80-18-city-dragon-pirelli-_JM#polycard_client=offers&deal_print_id=f5007245-0082-4ae3-8b50-c152cd4a5d4f&tracking_id=1c18d33f-3c2e-4372-a1d5-1712f4808db9&wid=MLB4041906595&sid=offers
Guarda-roupa Móveis Lopas Toronto Plus Cor Branco De Mdf Com 2 Portas Corrediças,2.449,R$1.749,28% OFF,https://www.mercadolivre.com.br/guarda-roupa-moveis-lopas-toronto-plus-cor-branco-de-mdf-com-2-portas-corredicas/p/MLB19373332?pdp_filters=item_id%3AMLB3644997279#polycard_client=offers&wid=MLB3644997279&sid=offers&deal_print_id=f5007245-0082-4ae3-8b50-c152cd4a5d4f&tracking_id=1c18d33f-3c2e-4372-a1d5-1712f4808db9
Cuba Cozinha Gourmet Em Aço Inox 50 X 40 Cm Cbc0010,359,"R$159,90",55% OFF,https://www.mercadolivre.com.br/cuba-cozinha-gourmet-em-aco-inox-50-x-40-cm-cbc0010/p/MLB21766858?pdp_filters=item_id%3AMLB3210514549#polycard_client=offers&wid=MLB3210514549&sid=offers&deal_print_id=f5007245-0082-4ae3-8b50-c152cd4a5d4f&tracking_id=1c18d33f-3c2e-4372-a1d5-1712f4808db9
Comfort Pro Amaciante Lavanderia Original 7l,84,"R$78,11",8% OFF,https://produto.mercadolivre.com.br/MLB-3955205863-comfort-pro-amaciante-lavanderia-original-7l-_JM#polycard_client=offers&deal_print_id=f5007245-0082-4ae3-8b50-c152cd4a5d4f&tracking_id=1c18d33f-3c2e-4372-a1d5-1712f4808db9&wid=MLB3955205863&sid=offers
"Colchão Emma D28 Ortopédico, 5 Anos De Garantia - Casal 17cm Cor Branco",2.198,R$1.099,50% OFF,https://www.mercadolivre.com.br/colcho-emma-d28-ortopedico-5-anos-de-garantia-casal-17cm-cor-branco/p/MLB23873195?pdp_filters=item_id%3AMLB3704901164#polycard_client=offers&wid=MLB3704901164&sid=offers&deal_print_id=f5007245-0082-4ae3-8b50-c152cd4a5d4f&tracking_id=1c18d33f-3c2e-4372-a1d5-1712f4808db9
"Porta Banner 2,20m C Garras Pedestal Tripé Suporte Imediato",64,"R$64,90",,https://produto.mercadolivre.com.br/MLB-2894595262-porta-banner-220m-c-garras-pedestal-tripe-suporte-imediato-_JM#polycard_client=offers&deal_print_id=f5007245-0082-4ae3-8b50-c152cd4a5d4f&tracking_id=1c18d33f-3c2e-4372-a1d5-1712f4808db9&wid=MLB2894595262&sid=offers
Smartphone Motorola Moto G24 - 128gb 8gb (4gb Ram+4gb Ram Boost) Ai Camera 50mp Night Vision - Rosa,899,R$729,18% OFF,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=diewtGgUWnM31JFrr0PmCnFs2HKRqL9apgEwkz0AzJOepMuFuIZAOCbBRh840EHjjE%2BrdkFMAUKNE7B5cGrP8hdBA6YtVITEuebsWpsLchMIP7wQl%2FxGsvaGfC%2BxqxPCsJxwo71Yr%2F7qcLAX5ih%2BkOlOTOUCK6Al5vGNyh87y8uFT5wSdHbUyt%2BLr179szGrnPiBzpJIGE0VW7ehvNG3irIC%2FDXmXj6jewUXoTd4laRD0aaQj8J8Q0KCzmbMtxtlPN0rFmQLXWKGnjns8Q816HoIVJOaSZmToyYe3GUm%2Bb%2Bie%2FCedLW0k6WDr4BkndFnQVC4PVm3JDK1BbwfKWaXeSN4Y6v9cWnJ7zJnSB3cycqCL%2F503BriC8NG%2BLtHkcqCx7Niqyq8QFXKQCvLAPB%2FnaFJ7VkfFYl%2Fb%2B5RK007iFH1vzXlUJj7tlPxv5j0fN3iS9K0HqHjSVUw5NtfZqWxxSLp8rDscb%2F5kGNure1cWzZMuxwZSNKkkz4%2BhHu2uA3m101gB8OSvCxsDKz3MFbUB9N06Vvn%2B%2BcPV%2BxRJ%2FCAhNk%3D&url=https%3A%2F%2Fwww.mercadolivre.com.br%2Fsmartphone-motorola-moto-g24-128gb-8gb-4gb-ram4gb-ram-boost-ai-camera-50mp-night-vision-rosa%2Fp%2FMLB34079280%23wid%3DMLB5371350752%26sid%3Doffers%26searchVariation%3DMLB34079280%26position%3D37%26search_layout%3Dgrid%26deal_print_id%3Df5007245-0082-4ae3-8b50-c152cd4a5d4f%26tracking_id%3D1c18d33f-3c2e-4372-a1d5-1712f4808db9&lm=-337603154#polycard_client=offers&deal_print_id=f5007245-0082-4ae3-8b50-c152cd4a5d4f&tracking_id=1c18d33f-3c2e-4372-a1d5-1712f4808db9&wid=MLB5371350752&sid=offers
Creatina Monohidratada Pura 500g Dark Lab Unidade,97,"R$62,82",35% OFF,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=ummsAYYptVPMwplEEUWIANqIIPak5sZqyHVrQmX1cVWV5yyyToJHLczoXhqeqcbgdCRRMf3v5ExQQtN7SeEbwD2wfmOI72nvliudgRT%2Bjzc%2BxDqmffAWku7i87%2BI2GaTEMyZo6J7AUAK1cPMWiJBda2khJ8k7b76IzYeXUaEB0FGuaT%2B6%2Fiw76QuU%2BFhZai1736PtnEdd5%2FoFh2EaiY0bhKQEzuMxGNcJd9r9SCl89B%2BRHYfYnPfvv0O%2FtGCFQgGNovPOm3Mv6wxMtLFbnjAKeCxus02VTqOVSRNZqXPylWZxV4h629pAohsvpElCxcN70u7x3V%2Fok1p6VHIJhe39dRLkPNETQPWchw0IGgw9PSHQv4wc5zYnkm0X40xBzstHPAU1eyHqaFZ%2BF8QWMSaZz4FF32kbbHkjQTb1oDItwrbRdI5K5EwELwc9wvR7lGH5X5%2FEv%2B5cXMVuikSG84dxjpl7BA2rdjgKAoOnqj5fGUguLe2No%2Fc8AJSLour925wCn1JELtZAhk4kZj4TSstS8APQbfxQ1yiozqjDDqF%2FVBN&url=https%3A%2F%2Fwww.mercadolivre.com.br%2Fcreatina-monohidratada-pura-500g-dark-lab-unidade%2Fp%2FMLB26796581%23wid%3DMLB4812143184%26sid%3Doffers%26searchVariation%3DMLB26796581%26position%3D38%26search_layout%3Dgrid%26deal_print_id%3Df5007245-0082-4ae3-8b50-c152cd4a5d4f%26tracking_id%3D1c18d33f-3c2e-4372-a1d5-1712f4808db9&lm=1690855888#polycard_client=offers&deal_print_id=f5007245-0082-4ae3-8b50-c152cd4a5d4f&tracking_id=1c18d33f-3c2e-4372-a1d5-1712f4808db9&wid=MLB4812143184&sid=offers
LG S3uq12ja31k.eb2gam1 Ar Condicionado Voice Dual Inverter Ia 12000 Btus Só Frio 220v Branco,3.349,R$2.699,19% OFF,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=S8A8JiJLasqW6XHvmlGkVBuOKmazaeVdyBNV9bByNBegA%2BwIrD%2BLgKG5umQimD7ejdrFtfRVTX6CkMFSJtj7DL9t5clLtVoa%2Bm2LL5FJQbYo1f7TD105w76FW94h3m85Gt5YXHtyaRg0NmXahIJBan%2FjrojPV%2BRN7DZCTka8geC5%2BIf4QthP5Nh8pOhJ%2FF%2B9RZJPWqPM4AQzhJOPS1C4Hj1Dis5GuRSPBYNihW4rpR2VQxbofbwb92%2BJD%2FP9RgoC4XdpJ1zupEyyemH6XaNHk6%2BnvCb6t876%2BSRY0p7SbqlRA48qXE7mwYLl%2Fljs1ZjX9%2FonPtSIcA%2Bjatr3nsYCnS0pUfPXaS%2B8huaCP0fCbBvDf38DNuwidODTfxZzDAqQoHtntW7%2FuH2snyP33uWOa4dYYG6KeeHY0reF0%2FbVHP%2FHwMR6MlGfFPPbWCB%2FASulHPqTXXJ9JlBLh28zMm4o3mbnKaKkJGyhPOsbb5ELmCWJTiJi8oKBR36vv%2FKhRhmZzljynPhpTMEgG0wy3vEusHNBxiqagrxcpDFjvrO3tkE%3D&url=https%3A%2F%2Fwww.mercadolivre.com.br%2Flg-s3uq12ja31keb2gam1-ar-condicionado-voice-dual-inverter-ia-12000-btus-so-frio-220v-branco%2Fp%2FMLB27285619%23wid%3DMLB3966145289%26sid%3Doffers%26searchVariation%3DMLB27285619%26position%3D39%26search_layout%3Dgrid%26deal_print_id%3Df5007245-0082-4ae3-8b50-c152cd4a5d4f%26tracking_id%3D1c18d33f-3c2e-4372-a1d5-1712f4808db9&lm=1384699460#polycard_client=offers&deal_print_id=f5007245-0082-4ae3-8b50-c152cd4a5d4f&tracking_id=1c18d33f-3c2e-4372-a1d5-1712f4808db9&wid=MLB3966145289&sid=offers
Motor Rossi Dz Atto Turbo Portão Eletrônico 350k Deslizante,465,"R$465,39",,https://produto.mercadolivre.com.br/MLB-5048361832-motor-rossi-dz-atto-turbo-porto-eletrnico-350k-deslizante-_JM#polycard_client=offers&deal_print_id=f5007245-0082-4ae3-8b50-c152cd4a5d4f&tracking_id=1c18d33f-3c2e-4372-a1d5-1712f4808db9
Ar Condicionado Split Hi Wall Inverter Gree G-top Auto 12000 220v,3.170,R$3.170,22% OFF,https://www.mercadolivre.com.br/ar-condicionado-split-hi-wall-inverter-gree-g-top-auto-12000-220v/p/MLB37649390?pdp_filters=item_id%3AMLB5295941846#polycard_client=offers&wid=MLB5295941846&sid=offers&deal_print_id=f5007245-0082-4ae3-8b50-c152cd4a5d4f&tracking_id=1c18d33f-3c2e-4372-a1d5-1712f4808db9
Máquina De Lavar Roupas Semi-automática Tanquinho Colormaq Lcs 20kg 220v - Prata,899,"R$619,99",31% OFF,https://www.mercadolivre.com.br/maquina-de-lavar-roupas-semi-automatica-tanquinho-colormaq-lcs-20kg-220v-prata/p/MLB18925151?pdp_filters=item_id%3AMLB3878015353#polycard_client=offers&wid=MLB3878015353&sid=offers&deal_print_id=f5007245-0082-4ae3-8b50-c152cd4a5d4f&tracking_id=1c18d33f-3c2e-4372-a1d5-1712f4808db9
Cooktop A Gás Tripla Chama Fischer Vidro 5 Bocas Platinium,2.198,R$1.619,26% OFF,https://www.mercadolivre.com.br/cooktop-a-gas-tripla-chama-fischer-vidro-5-bocas-platinium/p/MLB37698425?pdp_filters=item_id%3AMLB4973982094#polycard_client=offers&wid=MLB4973982094&sid=offers&deal_print_id=f5007245-0082-4ae3-8b50-c152cd4a5d4f&tracking_id=1c18d33f-3c2e-4372-a1d5-1712f4808db9
